Sigla;Código;Município;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;Região
PB;2501807;Bayeux;2803,020548;2638,899797;2721,708489;2665,557223;2740,152956;2582,345098;2427,463951;2777,319797;3006,984336;2904,548885;3039,523489;3126,102146;NORDESTE
SP;3506102;Bebedouro;26315,41942;23750,06015;19985,01306;30429,79434;36007,88555;35793,88648;13916,86131;21238,52012;24333,48584;18367,91926;15741,34527;18464,43783;SUDESTE
CE;2302206;Beberibe;1557,739779;1761,416474;1644,756667;1677,435586;1727,607644;1812,057113;1896,958884;2043,573194;1929,946931;2094,167112;2109,017786;2281,650044;NORDESTE
CE;2302305;Bela Cruz;1392,69425;1268,351889;1276,650358;1442,301629;1488,155377;1437,510256;1385,018443;1553,070626;1464,242202;1659,439195;1589,445157;1740,765566;NORDESTE
MS;5002100;Bela Vista;3230,351408;3245,088181;3580,815361;3628,075596;3807,828374;3820,086738;3589,388834;3872,60339;4176,237918;4675,966727;4569,676923;4929,982192;CENTRO-OESTE
PR;4102752;Bela Vista da Caroba;2809,339422;3282,770179;2991,250187;3502,204992;4523,991808;3987,3653;3128,366002;3373,244944;4252,699438;4528,6849;3984,825339;4427,796602;SUL
GO;5203302;Bela Vista de Goiás;3862,951954;4216,921019;4493,760161;5436,680606;6767,313648;6888,958457;7287,108274;7263,646091;7451,445136;6154,454492;7358,000719;6610,564185;CENTRO-OESTE
MG;3106002;Bela Vista de Minas;2077,607381;2125,105223;2134,218281;2116,3773;2269,755468;2579,919694;2367,298732;2496,408285;2686,431618;2906,895975;2772,047418;3308,987519;SUDESTE
MA;2101772;Bela Vista do Maranhão;846,3030514;856,916258;996,5846229;1126,541228;1115,891278;1057,633357;1063,128491;1184,770433;1682,949758;1835,443456;1723,139606;1573,781085;NORDESTE
PR;4102802;Bela Vista do Paraíso;5366,112746;5462,675664;4965,950108;5578,098641;6418,42544;5969,544346;5207,45059;4942,481531;6672,795141;6667,952286;6186,856605;6816,625153;SUL
PI;2201556;Bela Vista do Piauí;1034,003139;1034,074098;1252,309985;1235,128968;1281,706749;1296,033173;1380,691794;1481,251325;1439,849465;1556,887643;1691,280009;1698,149932;NORDESTE
SC;4202131;Bela Vista do Toldo;3421,954746;4629,101307;4719,195359;5803,386899;7183,851576;6752,47523;5962,923287;5367,409568;6593,048219;7517,08291;7318,376966;8097,292723;SUL
MA;2101731;Belágua;1162,896638;1166,923101;1381,755873;1504,779833;1548,506846;2058,839254;1937,765908;2273,655734;2052,68479;3580,629442;2132,405249;1864,445763;NORDESTE
AL;2700805;Belém;1732,269184;1867,335976;1409,715663;1325,194001;1357,813675;1409,252008;1434,416213;1503,782624;1729,075783;1775,169668;1859,666023;2061,046653;NORDESTE
PA;1501402;Belém;4853,349543;5385,408577;4904,592594;4883,180352;4806,571388;5042,693043;5055,02326;5203,676703;5509,661949;5555,961994;5565,522234;5759,963119;NORTE
PB;2501906;Belém;1651,034169;1582,905071;1605,376569;1687,722886;1828,05447;1764,66925;1809,708965;1975,578641;2077,06735;2106,329788;2166,310191;2180,116971;NORDESTE
PE;2601508;Belém de Maria;1219,396677;1011,331761;1551,785078;1645,274165;1584,06363;1688,573473;1771,938656;1770,116531;1759,208054;1753,625998;1893,808627;1813,444092;NORDESTE
PE;2601607;Belém de São Francisco;1950,546163;1743,049248;2307,615;2115,642884;1850,261208;2103,318582;2173,324942;2156,408116;2135,778391;2485,679456;2247,535123;2304,923296;NORDESTE
PB;2502003;Belém do Brejo do Cruz;1155,780186;1152,194292;1251,781725;1269,834491;1293,748677;1340,353943;1448,678319;1686,613179;1600,68992;1683,116919;1757,798748;1928,773353;NORDESTE
PI;2201572;Belém do Piauí;1077,23881;1066,663503;1174,75701;1151,453419;1338,39776;1156,137816;1450,32196;1685,497994;1488,80598;1871,976016;1643,300577;1512,599365;NORDESTE
RJ;3300456;Belford Roxo;4315,520101;4198,617181;4229,36167;4042,228967;3675,889897;3993,086383;3510,114872;3532,171547;3630,015211;3807,461846;3838,542862;4247,35333;SUDESTE
MG;3106101;Belmiro Braga;4786,099003;5071,573034;4687,729845;5284,013157;5017,634076;5084,735879;5029,909328;5125,654807;5535,824236;4844,302331;5152,544893;5069,714118;SUDESTE
BA;2903409;Belmonte;1746,049158;1906,410172;2049,57926;2487,953851;2050,874103;2538,876835;2796,695588;2930,621664;2362,909389;2306,216499;2942,963357;3272,314563;NORDESTE
SC;4202156;Belmonte;3659,411072;4169,50134;4428,929981;3951,868285;5764,326095;6404,490321;6284,398153;5862,466015;4861,809318;5156,999522;5414,277099;5420,827143;SUL
BA;2903508;Belo Campo;1001,457185;1216,657069;1076,756598;1174,03311;1221,603895;1288,900847;1309,112983;1220,264932;1815,188203;1675,590675;1739,700267;1777,562493;NORDESTE
MG;3106200;Belo Horizonte;7335,75867;7282,678887;7161,580727;7613,24766;7374,917985;7853,208839;7680,64432;8032,747844;8897,211718;8983,804976;8807,113627;9705,247984;SUDESTE
PE;2601706;Belo Jardim;2681,1796;2596,77833;2762,03433;2589,359303;2710,252042;2750,78744;2983,316824;3164,692797;3959,017921;4445,672764;4417,026363;4833,573617;NORDESTE
AL;2700904;Belo Monte;2227,117957;2476,437544;2341,676254;2167,566766;2097,145049;1934,137968;1870,73372;1864,043528;2770,281466;1755,174427;1969,846968;2194,336774;NORDESTE
MG;3106309;Belo Oriente;11891,46292;16102,19956;13028,25484;15336,48548;14685,52001;14599,30041;13070,78654;12372,04185;13499,62465;12340,04828;9719,662347;12220,10786;SUDESTE
MG;3106408;Belo Vale;2332,959863;2570,632038;2315,047076;2427,517159;2645,644145;2539,698216;2554,08904;2445,626463;2736,953171;3086,469886;3046,960156;3252,359246;SUDESTE
PA;1501451;Belterra;1276,364419;1442,127505;1208,176269;1299,698814;1644,864503;1902,934022;1839,600545;1705,415707;2501,171075;2366,023192;2609,40594;2055,556382;NORTE
PI;2201606;Beneditinos;1110,819208;1013,082327;1107,118162;1066,740667;1168,419921;1144,371877;1099,039001;1236,934306;1448,023345;1445,332;1517,543039;1579,953006;NORDESTE
MA;2101806;Benedito Leite;1181,760957;1136,340436;1373,493354;1345,368438;1393,830231;1399,931487;1298,621622;1349,010436;1381,956512;1584,264736;1582,896085;1679,400379;NORDESTE
SC;4202206;Benedito Novo;4666,086164;4716,329892;4794,160015;5144,01287;6008,95213;6891,043372;6599,326409;7249,759256;6403,119698;5679,10147;5585,538328;5592,324217;SUL
PA;1501501;Benevides;1810,832096;1509,472231;3111,207416;2867,442991;2645,79947;2569,671318;3119,263127;4226,643344;6248,042936;5869,65022;5437,314641;5176,139707;NORTE
AM;1300607;Benjamin Constant;1719,657251;1326,35827;1557,06675;2317,577001;2166,666164;2067,055189;1859,546531;2269,676431;2104,421797;1826,957888;1808,504805;1908,033972;NORTE
RS;4302055;Benjamin Constant do Sul;2545,292568;2559,525818;2849,660949;2612,35946;3607,084731;3169,338255;2869,753721;3183,163142;3775,830312;4166,915793;3753,838238;4230,025226;SUL
SP;3506201;Bento de Abreu;9408,06935;12687,77039;17941,283;17232,2787;15730,63476;14810,2398;14828,83983;16899,74291;10787,00969;8729,267731;10556,1831;13942,60233;SUDESTE
RN;2401602;Bento Fernandes;1646,095335;1550,156574;1684,702927;1995,927288;1763,275256;1886,375356;1767,20568;2348,649147;2647,089763;2399,159213;2511,206312;2465,889369;NORDESTE
RS;4302105;Bento Gonçalves;12073,64576;12391,55038;12013,87355;11833,2036;10949,96087;11410,29829;11777,15588;11313,53714;12283,39619;10874,87468;11760,25439;13104,78679;SUL
MA;2101905;Bequimão;1040,521731;1068,54018;1096,962909;911,2769951;989,4643589;1250,736386;1343,435139;1280,144212;1145,490593;1425,949714;1456,077511;1418,113294;NORDESTE
MG;3106507;Berilo;1243,626391;1287,251584;1525,22011;1762,274685;2452,431792;3332,826159;2752,623843;2426,60992;2013,89519;1973,756634;1963,480217;2132,31459;SUDESTE
MG;3106655;Berizal;1855,961764;1787,322126;1448,219437;1467,09406;1534,685841;1403,553002;1495,29885;1635,425668;1886,951726;1998,489644;1872,96593;2189,294023;SUDESTE
PB;2502052;Bernardino Batista;1299,028489;1392,647152;1459,614999;1381,714649;1365,837913;1425,67123;1484,187679;1666,219491;1600,592176;1756,607496;1745,434507;1921,695967;NORDESTE
SP;3506300;Bernardino de Campos;4560,999895;4719,394705;4883,244121;4950,364803;5296,082971;4820,775457;4675,328473;5132,345972;5257,047136;5608,143209;5619,896925;5927,53387;SUDESTE
MA;2101939;Bernardo do Mearim;2129,942213;2289,738534;1867,117544;1888,648696;1710,333253;1812,675806;2033,095232;2933,800526;3264,153343;2876,733916;2474,743603;3173,301495;NORDESTE
TO;1703206;Bernardo Sayão;3666,219589;3551,717201;4430,433332;4268,327367;4507,941984;4273,052211;4364,948945;4343,863421;4876,577091;5183,54525;5166,686803;5279,652121;NORTE
SP;3506359;Bertioga;10331,68698;10997,29154;6361,636168;6178,158649;6217,076191;5761,08153;5931,868795;6010,139425;6801,052809;6536,234019;7270,444936;7063,558066;SUDESTE
PI;2201705;Bertolínia;1460,767624;1542,453374;1398,77736;1375,935585;1552,730731;1622,655791;1709,785091;1742,579034;1769,375677;2237,635606;2525,763712;2795,013804;NORDESTE
MG;3106606;Bertópolis;2164,259579;2266,887415;1862,95215;2197,647409;1989,611391;2069,977438;2261,450853;2467,620227;2432,148782;2548,061911;2535,720351;2883,724785;SUDESTE
AM;1300631;Beruri;1820,262125;1686,35278;1468,73361;1843,731951;1721,713436;1787,334413;1613,710841;1861,646366;1906,863503;1831,799559;2580,083144;3037,116018;NORTE
PE;2601805;Betânia;1253,930224;1456,015007;1339,812651;1363,426032;1353,146554;1265,52398;1463,973599;1640,289281;1604,17161;1640,05139;1726,590818;1808,740149;NORDESTE
PI;2201739;Betânia do Piauí;1198,222114;1034,547398;925,4097674;856,228181;940,1634079;967,3579083;962,5134128;950,9725318;1092,819727;1499,876449;1549,752146;1631,633839;NORDESTE
MG;3106705;Betim;21061,19655;23894,64566;25820,43118;22581,85636;22269,3187;23522,8738;23578,6163;27432,37132;29074,84256;30467,53239;27301,86105;33394,93024;SUDESTE
PE;2601904;Bezerros;1924,435032;2056,327243;2089,546386;2203,599262;2056,781634;1848,47529;1871,835254;2071,420551;2298,917888;2359,608408;2371,108084;2564,22338;NORDESTE
MG;3106804;Bias Fortes;2443,001646;2344,987162;2240,198859;2351,96212;2338,350516;2308,405319;2448,86658;2429,484659;2672,041612;3050,747096;2978,504263;3163,198743;SUDESTE
MG;3106903;Bicas;3446,246475;3545,762393;3434,835041;3376,363876;3356,525309;3147,490068;3415,946142;3356,620029;3333,95409;3341,582103;3284,987705;3688,24473;SUDESTE
SC;4202305;Biguaçu;9357,374569;9973,61158;9678,839361;9032,618262;10201,33254;9286,125663;9322,934654;8885,240747;10870,68694;10156,57664;10316,87389;10257,19067;SUL
SP;3506409;Bilac;4967,750831;5046,337071;5552,84303;5970,796094;6021,274775;5833,782559;5552,649854;5714,215988;5482,774002;5185,122659;5249,633697;5726,678364;SUDESTE
MG;3107000;Biquinhas;4979,115037;4960,859555;4001,999836;4090,863763;4042,790033;3938,958169;4213,204969;3891,179356;4514,667941;6115,455814;4767,084573;4936,822708;SUDESTE
SP;3506508;Birigui;5526,570255;5810,643443;5861,051919;5866,109474;5873,906987;5868,674586;5940,09025;5935,268413;6130,447514;5940,674883;6135,738383;6696,42151;SUDESTE
SP;3506607;Biritiba-Mirim;4179,956116;4163,955491;4239,324931;4561,966037;4237,067645;4190,630676;3725,80583;3901,653121;4531,255382;3965,967982;4478,658277;4497,487273;SUDESTE
BA;2903607;Biritinga;1071,914025;1216,184794;1105,934834;1233,47649;1615,970051;1273,159911;1555,332254;1534,652108;1567,231907;1558,635364;1861,3298;1958,340719;NORDESTE
PR;4102901;Bituruna;3857,329233;3863,541097;3529,638088;4191,072739;4497,329623;4438,460236;4937,04728;5029,726715;5479,527741;4443,906761;3715,491829;4412,472935;SUL
SC;4202404;Blumenau;12308,1692;13029,92712;12048,06648;11500,17911;10829,60534;11045,10238;11301,48082;12078,17952;12781,00313;12916,80912;12383,11979;12923,63305;SUL
ES;3201001;Boa Esperança;3058,082659;3675,986745;4156,60358;3977,435265;3864,5183;4372,133317;4953,761572;5239,634651;6143,283078;5899,651589;5663,827938;4769,68679;SUDESTE
MG;3107109;Boa Esperança;5207,916964;4836,118277;4579,721566;4396,325089;4387,670563;5028,43659;4355,729604;5080,267027;5349,980204;5520,59599;5254,457412;5853,06847;SUDESTE
PR;4103008;Boa Esperança;8465,906041;7937,396168;11672,42614;12435,85551;15438,7271;15123,97969;12288,17236;11630,72093;9250,021698;12603,47468;10809,85237;9706,246556;SUL
PR;4103024;Boa Esperança do Iguaçu;4005,143011;4792,834458;4280,601463;5130,470059;6332,102549;6724,914408;5650,445911;5868,957416;6387,316749;6385,632925;5279,706715;6099,337748;SUL
SP;3506706;Boa Esperança do Sul;6528,754449;5997,818855;8320,279715;8526,972443;9052,53401;6956,982644;6047,47163;8170,609376;8476,332323;5311,67486;5100,493056;5557,756787;SUDESTE
PI;2201770;Boa Hora;1009,293115;1179,405733;1106,647238;1057,505373;1163,620177;1183,952542;1137,233699;1179,241677;1350,780613;1257,219613;1446,35032;1567,566297;NORDESTE
BA;2903706;Boa Nova;1025,320108;963,5387695;989,6270191;948,4629618;927,5494441;797,2213192;1000,638917;915,3666725;1481,433445;1484,199135;1592,298202;1795,21811;NORDESTE
PB;2502102;Boa Ventura;1290,368667;1499,583058;1236,43969;1329,994419;1290,916885;1256,440868;1304,104683;1552,06858;1649,648751;1812,282212;1798,020174;1876,514443;NORDESTE
PR;4103040;Boa Ventura de São Roque;4595,2787;4894,112322;4985,097899;5829,661878;7433,413625;7086,449695;4866,695206;5340,804634;5413,446345;6929,301446;6145,022204;6128,084302;SUL
CE;2302404;Boa Viagem;1430,654274;1421,80108;1433,372107;1548,910933;1605,457565;1493,924079;1497,775624;1644,968238;1604,67361;1844,769513;1672,048884;1960,382099;NORDESTE
PB;2502151;Boa Vista;2821,021075;3268,713544;5246,08096;7328,854569;6136,168628;6086,23052;3781,300292;6412,253992;6162,632607;6228,81202;5384,347845;6440,891916;NORDESTE
RR;1400100;Boa Vista;7010,548657;7135,58176;6142,142219;6168,084325;6292,396159;5553,814593;5892,856511;6209,677465;6813,302863;7096,364577;7400,109439;7313,339572;NORTE
PR;4103057;Boa Vista da Aparecida;2334,408054;2207,760986;2633,659529;3155,396647;3294,051309;3310,33251;3620,21155;3619,146294;3539,305306;3761,621513;3522,576631;3667,580622;SUL
RS;4302154;Boa Vista das Missões;6553,313069;7220,494404;10955,04415;8762,022057;14483,17702;9950,110735;5032,817423;9169,932847;13863,30859;14034,23572;12008,67826;12795,60984;SUL
RS;4302204;Boa Vista do Buricá;5379,398579;6231,266862;6616,881708;6279,661588;6557,985584;6218,528289;5632,778367;6011,147404;7211,942383;6768,05007;6135,671627;7253,506729;SUL
RS;4302220;Boa Vista do Cadeado;;;12084,05651;10105,84204;20017,59188;15079,8607;5950,828331;13332,29867;17304,25947;20470,97831;17039,47887;15277,76903;SUL
MA;2101970;Boa Vista do Gurupi;1495,595892;1693,418102;1347,819503;1530,334212;1555,487058;1555,527706;1510,198777;1433,657839;1419,486267;1669,637452;1618,189803;1733,809357;NORDESTE
RS;4302238;Boa Vista do Incra;;;13200,58775;13178,49989;21232,82452;11276,02632;5847,055049;11530,18212;12202,10915;14718,78159;13943,62653;12198,28021;SUL
AM;1300680;Boa Vista do Ramos;1821,369807;1663,673333;1304,709177;1774,834719;1525,649168;1477,231752;1839,716645;2079,836913;2061,382127;1805,317162;1856,177169;1801,395018;NORTE
